item_id,L1,en_target_word,en_target_pos,en_target_clue,L1_source_word,L1_context,GLMM_score,word_length,clue_blanks,clue_ratio,polysemy_all,polysemy_pos,is_homonym,homonym_pos_count,n_consonant_clusters,max_cluster_length,has_r,r_count,rhotacism_weighted,n_phonemes,silent_letters,spelling_phoneme_ratio,unfamiliar_letters,has_unfamiliar,syntactic_difficulty,cosine_dist_l1_en,cosine_sim_l1_en
766,es,fired,adjective,f____,despedido,¡Estás despedido! dijo el director. ¡No vuelvas aquí nunca!,1.046851453,5,4,0.8,10,1,1,2,0,0,1,1,0.7,4.0,1.0,1.25,0.0,0,0.4,0.04380834102630615,0.9561916589736938
767,es,liberal,noun,l______,liberal,La mayoría de los magistrados son liberales sin embargo el juez principal es demócrata,2.326269024,7,6,0.8571428571428571,7,2,1,3,0,0,1,1,0.7,6.0,1.0,1.1666666666666667,0.0,0,0.2,0.0,1.0
768,es,privilege,noun,p________,honor,Tuve el honor de conocer a gente extraordinaria durante el viaje.,-1.874426541,9,8,0.8888888888888888,4,3,1,2,1,2,1,1,0.7,7.0,2.0,1.2857142857142858,0.0,0,0.2,0.43979907035827637,0.5602009296417236
769,es,mailbox,noun,m______,buzón,Fuimos con los niños a echar las cartas al buzón de correos.,0.885254721,7,6,0.8571428571428571,2,2,0,1,1,2,0,0,0.0,7.0,0.0,1.0,0.0,0,0.2,0.6850568056106567,0.31494319438934326
770,es,server,noun,s_____,mesero,El mesero estaba encargado de servir las bebidas a los invitados,-1.270770563,6,5,0.8333333333333334,4,4,0,1,1,2,1,2,1.4,4.0,2.0,1.5,0.0,0,0.2,0.6234550476074219,0.3765449523925781
771,es,regret,verb,r_____,arrepentirse,Undía de estos va a arrepentirse de lo que ha hecho.,0.089949161,6,5,0.8333333333333334,5,4,1,2,1,2,1,2,1.4,6.0,0.0,1.0,0.0,0,0.5,0.24721050262451172,0.7527894973754883
772,es,repeatedly,adverb,r_________,reiteradamente,"Te lo he dicho reiteradamente, no voy a ir contigo.",-1.325831679,10,9,0.9,1,1,0,1,1,3,1,1,0.7,9.0,1.0,1.1111111111111112,0.0,0,0.2,0.13217633962631226,0.8678236603736877
773,es,sequence,noun,s_______,orden,Los eventos fueron presentados en orden cronológico.,-1.801348404,8,7,0.875,7,5,1,2,1,2,0,0,0.0,7.0,1.0,1.1428571428571428,0.0,0,0.2,0.45262789726257324,0.5473721027374268
774,es,denial,noun,d_____,negación,La empresa ha emitido una negación rotunda de las alegaciones del abogado.,-0.963017218,6,5,0.8333333333333334,5,5,0,1,0,0,0,0,0.0,6.0,0.0,1.0,0.0,0,0.2,0.03683876991271973,0.9631612300872803
775,es,specimen,noun,s_______,muestra,El mensajero entregó la muestra al laboratorio.,-3.73923042,8,7,0.875,2,2,0,1,1,2,0,0,0.0,8.0,0.0,1.0,0.0,0,0.2,0.36514514684677124,0.6348548531532288
776,es,iraqi,noun,i____,Iraquí,Farook es un iraquí muy interesante e inteligente,-2.004080853,5,4,0.8,2,1,1,2,0,0,1,1,0.7,5.0,0.0,1.0,0.0,0,0.2,0.019950032234191895,0.9800499677658081
777,es,robotic,adjective,r______,autómata,Los médicos han creado un brazo autómata para la niña después de accidente.,-0.198860063,7,6,0.8571428571428571,2,2,1,2,0,0,1,1,0.7,7.0,0.0,1.0,0.0,0,0.4,0.50876384973526,0.49123615026474
778,es,grammar,noun,g______,gramática,La gramática de una lengua es parte fundamental para su estudio,2.375277391,7,6,0.8571428571428571,1,1,0,1,2,2,1,2,1.4,5.0,2.0,1.4,0.0,0,0.2,0.014169633388519287,0.9858303666114807
779,es,sneak,verb,s____,pasar a hurtadillas,Tuvieron que pasar por delante de la puerta a hurtadillas.,-2.135444455,5,4,0.8,8,4,1,3,1,2,0,0,0.0,4.0,1.0,1.25,1.0,1,0.5,0.503713071346283,0.49628692865371704
780,es,coat,noun,c___,abrigo,Necesito un nuevo abrigo este invierno.,2.731507041,4,3,0.75,6,3,1,2,0,0,0,0,0.0,3.0,1.0,1.3333333333333333,0.0,0,0.2,0.04609644412994385,0.9539035558700562
781,es,monument,noun,m_______,monumento,El monumento de la plaza central se creó para conmemorar los cien años de independencia de la ciudad,3.202596065,8,7,0.875,3,3,0,1,1,2,0,0,0.0,9.0,0.0,0.8888888888888888,0.0,0,0.2,0.004370510578155518,0.9956294894218445
782,es,whisper,verb,w______,susurrar,¿No sabes que es de mala educación susurrar en compañía?,0.458532648,7,6,0.8571428571428571,3,1,1,2,2,2,1,1,0.7,5.0,2.0,1.4,1.0,1,0.5,0.36847466230392456,0.6315253376960754
783,es,prepare,verb,p______,preparar,Hay que empezar a preparar todo antes para la boda en cuanto podamos.,2.523165825,7,6,0.8571428571428571,8,8,0,1,1,2,1,2,1.4,6.0,1.0,1.1666666666666667,0.0,0,0.5,0.11097139120101929,0.8890286087989807
784,es,tap,verb,t__,golpetear,Oí la lluvia golpetear la ventana y preferí quedarme en casa,-1.164912582,3,2,0.6666666666666666,20,12,1,2,0,0,0,0,0.0,3.0,0.0,1.0,0.0,0,0.5,0.46155184507369995,0.5384481549263
785,es,inspired,adjective,i_______,inspirado,Me siento inspirado por la película sobre García Lorca que vi ayer.  Voy a escribir un libro de poesía.,1.529718268,8,7,0.875,7,1,1,2,1,3,1,1,0.7,7.0,1.0,1.1428571428571428,0.0,0,0.4,0.015803635120391846,0.9841963648796082
786,es,known,adjective,k____,conocida,Enviamos la carta a la última dirección conocida que teníamos.,2.425012586,5,4,0.8,12,1,1,2,2,2,0,0,0.0,3.0,2.0,1.6666666666666667,2.0,1,0.4,0.0559958815574646,0.9440041184425354
787,es,skate,verb,s____,patinar,Va a patinar todos los sábados a la pista que hay en el centro.,0.749790611,5,4,0.8,3,1,1,2,1,2,0,0,0.0,4.0,1.0,1.25,1.0,1,0.5,0.04666620492935181,0.9533337950706482
788,es,removable,adjective,r________,extraíble,El secador tiene un filtro extraíble.,-1.420939156,9,8,0.8888888888888888,2,2,1,2,1,2,1,1,0.7,9.0,0.0,1.0,0.0,0,0.4,0.31533223390579224,0.6846677660942078
789,es,strategic,adjective,s________,estratégico,Esta decisión fue tomada como un plan estratégico para reducir el desempleo.,1.424117183,9,8,0.8888888888888888,2,2,1,2,1,3,1,1,0.7,9.0,0.0,1.0,0.0,0,0.4,0.021805524826049805,0.9781944751739502
790,es,closed,adjective,c_____,cerrado,El bar está cerrado así que tendremos que buscar otro.,2.942845062,6,5,0.8333333333333334,26,9,1,3,1,2,0,0,0.0,5.0,1.0,1.2,0.0,0,0.4,0.1555711030960083,0.8444288969039917
791,es,potato,noun,p_____,papa,Amo el puré de papa que hace mi mamá,1.935181353,6,5,0.8333333333333334,2,2,0,1,0,0,0,0,0.0,6.0,0.0,1.0,0.0,0,0.2,0.653647780418396,0.346352219581604
792,es,forehead,noun,f_______,frente,Dicen que tener la frente ancha denota inteligencia.,-0.155506811,8,7,0.875,2,2,0,1,0,0,1,1,0.7,6.0,2.0,1.3333333333333333,0.0,0,0.2,0.41694509983062744,0.5830549001693726
793,es,sign,noun,s___,signo,Los arcoíris se consideran un signo que ha salido el sol.,2.851695668,4,3,0.75,20,11,1,3,1,2,0,0,0.0,3.0,1.0,1.3333333333333333,0.0,0,0.2,0.3284652829170227,0.6715347170829773
794,es,tobacco,noun,t______,tabaco,El gobierno va a prohibir la publicidad del tabaco,-0.204245766,7,6,0.8571428571428571,2,2,0,1,1,2,0,0,0.0,6.0,1.0,1.1666666666666667,0.0,0,0.2,0.007885336875915527,0.9921146631240845
795,es,diffusion,noun,d________,dispersión,La dispersión de sus ideas ocurrió de una forma rápida.,-4.481143991,9,8,0.8888888888888888,4,4,0,1,1,2,0,0,0.0,8.0,1.0,1.125,0.0,0,0.2,0.3565490245819092,0.6434509754180908
796,es,complication,noun,c___________,obstáculo,"Nuestros progresos están afectados por un obstáculo bastante grande, el mal tiempo .",-3.075295051,12,11,0.9166666666666666,5,5,0,1,1,3,0,0,0.0,11.0,1.0,1.0909090909090908,0.0,0,0.2,0.5264617800712585,0.47353821992874146
797,es,tuck,verb,t___,meter,Decidí meter bien el dinero en el bolsillo de la blusa antes de que lo vieran.,-2.480180205,4,3,0.75,7,3,1,2,1,2,0,0,0.0,3.0,1.0,1.3333333333333333,1.0,1,0.5,0.8073686957359314,0.1926313042640686
798,es,security,noun,s_______,protección,El nuevo sistema de pago ofrece una mayor protección.,-0.18822318,8,7,0.875,9,9,0,1,1,2,1,1,0.7,9.0,0.0,0.8888888888888888,0.0,0,0.2,0.16382598876953125,0.8361740112304688
799,es,unrealistic,adjective,u__________,poco realista,"Este objetivo es muy poco realista, por lo menos a corto plazo.",0.799453457,11,10,0.9090909090909091,1,1,0,1,2,2,1,1,0.7,10.0,1.0,1.1,0.0,0,0.4,0.11255711317062378,0.8874428868293762
800,es,protective,adjective,p_________,protector,Sus padres eran muy protectores y no le permitían hacer muchas cosas,-0.201686306,10,9,0.9,3,3,1,2,2,2,1,1,0.7,9.0,1.0,1.1111111111111112,0.0,0,0.4,0.08879560232162476,0.9112043976783752
801,es,soundless,adjective,s________,mudo,Abrió la boca y emitió un chillido mudo.,-2.594731623,9,8,0.8888888888888888,1,1,0,1,2,3,0,0,0.0,,,,0.0,0,0.4,0.5633654594421387,0.43663454055786133
802,es,depend,verb,d_____,depender,El depende de su trabajo por eso no puede viajar sin pedir permiso,2.211038818,6,5,0.8333333333333334,2,2,0,1,1,2,0,0,0.0,6.0,0.0,1.0,0.0,0,0.5,0.04357290267944336,0.9564270973205566
803,es,rainbow,noun,r______,arco iris,"Ha salido el sol, verás como habrá un arco iris por encima del valle.",2.423098193,7,6,0.8571428571428571,2,2,0,1,1,2,1,1,0.7,5.0,2.0,1.4,1.0,1,0.2,0.09237849712371826,0.9076215028762817
804,es,extraction,noun,e_________,obtención,La tecnología moderna facilita la obtención de petróleo del mar.,-0.387919051,10,9,0.9,3,3,0,1,2,3,1,1,0.7,10.0,0.0,1.0,0.0,0,0.2,0.2457263469696045,0.7542736530303955
805,es,brown,adjective,b____,marrón,Tiene un perrito marrón muy gracioso.,3.123576338,5,4,0.8,8,2,1,3,2,2,1,1,0.7,4.0,1.0,1.25,1.0,1,0.4,0.4586249589920044,0.5413750410079956
806,es,dna,noun,d__,ADN,El ADN tiene mucha información y puede ayudar a curar enfermedades.,2.887284242,3,2,0.6666666666666666,1,1,0,1,1,2,0,0,0.0,5.0,0.0,0.6,0.0,0,0.2,0.5245764851570129,0.47542351484298706
807,es,side,noun,s___,lado,Estoy caminando hacia el lado este del parque.,2.524614292,4,3,0.75,14,12,1,3,0,0,0,0,0.0,3.0,1.0,1.3333333333333333,0.0,0,0.2,0.10539048910140991,0.8946095108985901
808,es,fold,verb,f___,doblar,Ayúdame a doblar las sábanas.,0.275078309,4,3,0.75,12,5,1,2,1,2,0,0,0.0,4.0,0.0,1.0,0.0,0,0.5,0.41861772537231445,0.5813822746276855
809,es,handle,noun,h_____,mango,La olla tiene un mango desmontable.,-0.684652237,6,5,0.8333333333333334,7,1,1,2,1,3,0,0,0.0,6.0,0.0,1.0,0.0,0,0.2,0.8639621734619141,0.13603782653808594
810,es,documentary,noun,d__________,documental,Hay un documental interesante que lo presentaran por TV hoy. Hay que verlo,0.673274394,11,10,0.9090909090909091,3,1,1,3,2,2,1,1,0.7,11.0,0.0,1.0,0.0,0,0.2,0.21063470840454102,0.789365291595459
811,es,sack,noun,s___,costal,Este costal de papas pesa demasiado para levantarla sin ayuda.,-0.673275787,4,3,0.75,13,9,1,2,1,2,0,0,0.0,3.0,1.0,1.3333333333333333,1.0,1,0.2,0.505173921585083,0.494826078414917
812,es,demand,noun,d_____,exigencia,Mi jefe aceptó mi exigencia sin parpadear.,0.084842588,6,5,0.8333333333333334,11,5,1,2,1,2,0,0,0.0,6.0,0.0,1.0,0.0,0,0.2,0.1457122564315796,0.8542877435684204
813,es,minute,noun,m_____,minuto,"Esperame un minuto, en seguida voy.",3.096324089,6,5,0.8333333333333334,8,6,1,2,0,0,0,0,0.0,5.0,1.0,1.2,0.0,0,0.2,0.023481786251068115,0.9765182137489319
814,es,fairy,noun,f____,hada,El hada buena convirtió a la rana en príncipe y todos vivieron felices.,1.356861107,5,4,0.8,2,2,0,1,1,2,1,1,0.7,4.0,1.0,1.25,0.0,0,0.2,0.521431565284729,0.478568434715271
815,es,nightclub,noun,n________,discoteca,"En los años setenta, íbamos a una discoteca llamada 'Stone's'.",0.338041797,9,8,0.8888888888888888,1,1,0,1,1,5,0,0,0.0,7.0,2.0,1.2857142857142858,0.0,0,0.2,0.22816342115402222,0.7718365788459778
816,es,iraqi,adjective,i____,iraquí,El ejército iraquí recuperó la ciudad durante el fin de semana.,-1.427382809,5,4,0.8,2,1,1,2,0,0,1,1,0.7,5.0,0.0,1.0,0.0,0,0.4,0.015008389949798584,0.9849916100502014
817,es,swimmer,noun,s______,nadador,El estilo preferido del nadador es el mariposa.,2.166795104,7,6,0.8571428571428571,2,2,0,1,2,2,1,1,0.7,5.0,2.0,1.4,1.0,1,0.2,0.020136475563049316,0.9798635244369507
818,es,exploration,noun,e__________,prospección,La prospección espacial ha sido uno de los aspectos más interesantes del siglo veinte.,-2.320746455,11,10,0.9090909090909091,3,3,0,1,1,3,1,1,0.7,10.0,1.0,1.1,0.0,0,0.2,0.32927340269088745,0.6707265973091125
819,es,crab,noun,c___,cangrejo,Me encanta la ensalada de cangrejo.,0.721282069,4,3,0.75,11,7,1,2,1,2,1,1,0.7,4.0,0.0,1.0,0.0,0,0.2,0.7065801620483398,0.29341983795166016
820,es,homophobia,noun,h_________,aversión a la homosexualidad,Por desgracia hay todavía bastante aversión a la homosexualidad en el mundo.,-0.798003766,10,9,0.9,1,1,0,1,1,2,0,0,0.0,9.0,1.0,1.1111111111111112,0.0,0,0.2,0.22464042901992798,0.775359570980072
821,es,crossing,noun,c_______,cruce,Hubo un accidente en el cruce del ferrocarril con la carretera.,-0.487315083,8,7,0.875,15,7,1,2,3,2,1,1,0.7,6.0,2.0,1.3333333333333333,0.0,0,0.2,0.11521488428115845,0.8847851157188416
822,es,celebrated,adjective,c_________,célebre,Picasso fue un pintor célebre en el mundo .,-1.528401834,10,9,0.9,5,2,1,2,1,2,1,1,0.7,10.0,0.0,1.0,0.0,0,0.4,0.4408918619155884,0.5591081380844116
823,es,phrase,noun,p_____,expresión,Es una expresión que oigo mucho pero no sé lo que significa.,-0.266281682,6,5,0.8333333333333334,6,4,1,2,1,3,1,1,0.7,4.0,2.0,1.5,0.0,0,0.2,0.32853174209594727,0.6714682579040527
824,es,winning,adjective,w______,ganador,El equipo ganador pasará a la siguiente ronda.,-1.757145441,7,6,0.8571428571428571,7,2,1,3,2,2,0,0,0.0,5.0,2.0,1.4,1.0,1,0.4,0.06619769334793091,0.9338023066520691
825,es,sad,adjective,s__,triste,Está un poco triste porque le ha dejado su novia.,3.078430029,3,2,0.6666666666666666,3,3,1,2,0,0,0,0,0.0,3.0,0.0,1.0,0.0,0,0.4,0.2783139944076538,0.7216860055923462
826,es,haunt,verb,h____,rondar,Mucha gente ha visto el fantasma del obispo rondar los muros del castillo.,-1.839166856,5,4,0.8,4,3,1,2,1,2,0,0,0.0,4.0,1.0,1.25,0.0,0,0.5,0.3633529543876648,0.6366470456123352
827,es,praise,noun,p_____,elogio,El profesionalismo de los dos equipos es digno de elogio.,-1.324069255,6,5,0.8333333333333334,3,2,1,2,1,2,1,1,0.7,4.0,2.0,1.5,0.0,0,0.2,0.04207545518875122,0.9579245448112488
828,es,translate,verb,t________,traducir,Van a traducir el libro para que llegue a un público más amplio.,2.219805636,9,8,0.8888888888888888,10,10,0,1,2,3,1,1,0.7,8.0,1.0,1.125,0.0,0,0.5,0.09108191728591919,0.9089180827140808
829,es,homosexuality,noun,h____________,homosexualidad,La homosexualidad se reconoce como un derecho en países del primer mundo,1.331446802,13,12,0.9230769230769231,1,1,0,1,1,2,0,0,0.0,15.0,0.0,0.8666666666666667,0.0,0,0.2,0.0011424422264099121,0.9988575577735901
830,es,majority,noun,m_______,grueso,El grueso de los candidatos cumplía con los criterios de selección.,-0.922719342,8,7,0.875,3,3,0,1,1,2,1,1,0.7,8.0,0.0,1.0,0.0,0,0.2,0.5564247369766235,0.44357526302337646
831,es,careless,adjective,c_______,descuidado,Es un alumno muy descuidado y nunca hace los deberes.,0.030667054,8,7,0.875,3,3,1,2,1,2,1,1,0.7,6.0,2.0,1.3333333333333333,0.0,0,0.4,0.26267319917678833,0.7373268008232117
832,es,italian,adjective,i______,de Italia,Estos zapatos tan elegantes son de Italia.,3.03435988,7,6,0.8571428571428571,3,1,1,2,0,0,0,0,0.0,7.0,0.0,1.0,0.0,0,0.4,0.04918783903121948,0.9508121609687805
833,es,hard,adverb,h___,duramente,Ayer trabajé duramente todo el día así que estoy muy cansada.,2.233733906,4,3,0.75,22,10,1,3,1,2,1,1,0.7,4.0,0.0,1.0,0.0,0,0.2,0.10736346244812012,0.8926365375518799
834,es,stick,noun,s____,palo,"Si tiras el palo, el perro irá a buscarlo.",0.742103235,5,4,0.8,25,9,1,2,2,2,0,0,0.0,4.0,1.0,1.25,1.0,1,0.2,0.5211625099182129,0.4788374900817871
835,es,flashlight,noun,f_________,linterna,El policía buscó el paquete por el jardín con una linterna pero no encontró nada.,-1.059649378,10,9,0.9,1,1,0,1,3,3,0,0,0.0,7.0,3.0,1.4285714285714286,0.0,0,0.2,0.21221017837524414,0.7877898216247559
836,es,frustrated,adjective,f_________,desilusionado,Me siento desilusionado por la falta de entusiasmo del equipo.,-1.736207716,10,9,0.9,3,1,1,2,2,3,1,2,1.4,10.0,0.0,1.0,0.0,0,0.4,0.2779449224472046,0.7220550775527954
837,es,civilization,noun,c___________,civilización,Los mayas fueron una civilización aborígen que vivió en México,0.08483611,12,11,0.9166666666666666,4,4,0,1,0,0,0,0,0.0,11.0,1.0,1.0909090909090908,0.0,0,0.2,0.0019254088401794434,0.9980745911598206
838,es,beneath,preposition,b______,bajo,Pasamos todo el día bajo el sol de la playa.,-1.549036861,7,6,0.8571428571428571,1,1,0,1,1,2,0,0,0.0,5.0,2.0,1.4,0.0,0,0.4,0.33459919691085815,0.6654008030891418
839,es,leak,verb,l___,gotear,Como siga la lluvia así el agua va gotear a través de las grietas del tejado.,-0.370593472,4,3,0.75,9,4,1,2,0,0,0,0,0.0,3.0,1.0,1.3333333333333333,1.0,1,0.5,0.4184831380844116,0.5815168619155884
840,es,blackboard,noun,b_________,pizarra,La profesora escribió la frase en la pizarra.,1.262370348,10,9,0.9,1,1,0,1,3,3,1,1,0.7,8.0,2.0,1.25,1.0,1,0.2,0.6654015779495239,0.3345984220504761
841,es,prosperity,noun,p_________,enriquecimiento,El país ha experimentado un período de enriquecimiento durante los últimos años.,-2.812414289,10,9,0.9,2,2,0,1,3,2,1,2,1.4,10.0,0.0,1.0,0.0,0,0.2,0.36544692516326904,0.634553074836731
842,es,worse,adjective,w____,peor,El tiempo es peor hoy que ayer.,-0.35308789,5,4,0.8,18,16,1,4,1,2,1,1,0.7,3.0,2.0,1.6666666666666667,1.0,1,0.4,0.008274495601654053,0.991725504398346
843,es,asleep,adjective,a_____,dormido,Estaba dormido cuando llamaste.,1.303866359,6,5,0.8333333333333334,5,3,1,3,1,2,0,0,0.0,5.0,1.0,1.2,0.0,0,0.4,0.04143929481506348,0.9585607051849365
844,es,infant,noun,i_____,niño,El niño paga la mitad del precio.,1.204160659,6,5,0.8333333333333334,1,1,0,1,2,2,0,0,0.0,6.0,0.0,1.0,0.0,0,0.2,0.18799954652786255,0.8120004534721375
845,es,shortly,adverb,s______,pronto,"Pronto estaré en casa, en solo diez minutos.",-2.913794939,7,6,0.8571428571428571,5,5,0,1,2,4,1,1,0.7,6.0,1.0,1.1666666666666667,0.0,0,0.2,0.2890471816062927,0.7109528183937073
846,es,senator,noun,s______,miembro del grupo superior de políticos elegidos,Es miembro del grupo superior de políticos elegidos por la cámara alta del congreso.,-0.782706911,7,6,0.8571428571428571,1,1,0,1,0,0,1,1,0.7,6.0,1.0,1.1666666666666667,0.0,0,0.2,0.426088809967041,0.573911190032959
847,es,boss,noun,b___,jefe,El nuevo jefe parece muy amable.,2.343268273,4,3,0.75,8,6,1,3,1,2,0,0,0.0,3.0,1.0,1.3333333333333333,0.0,0,0.2,0.06316125392913818,0.9368387460708618
848,es,airflow,noun,a______,corriente,La corriente alrededor de un vehículo puede ser peligrosa para los ciclistas.,-3.331113178,7,6,0.8571428571428571,1,1,0,1,1,3,1,1,0.7,5.0,2.0,1.4,1.0,1,0.2,0.5500667095184326,0.4499332904815674
849,es,other,adjective,o____,otra,Esta opción es mucho mejor que cualquier otra.,3.709044437,5,4,0.8,4,4,1,2,1,2,1,1,0.7,3.0,2.0,1.6666666666666667,0.0,0,0.4,0.09307724237442017,0.9069227576255798
850,es,inspiring,adjective,i________,que anima,Esta sonata de Mozart es algo que me anima a practicar el piano.,-3.296580024,9,8,0.8888888888888888,7,1,1,2,2,3,1,1,0.7,8.0,1.0,1.125,0.0,0,0.4,0.3858645558357239,0.6141354441642761
851,es,interest,noun,i_______,afición,Fui a Francia para estudiar el vino francés dada mi gran afición por él.,0.134122574,8,7,0.875,10,7,1,2,2,2,1,1,0.7,7.0,1.0,1.1428571428571428,0.0,0,0.2,0.37334734201431274,0.6266526579856873
852,es,flash,noun,f____,destello,Un destello de repente iluminó el cielo oscuro.,0.51224896,5,4,0.8,19,10,1,3,2,2,0,0,0.0,4.0,1.0,1.25,0.0,0,0.2,0.6568948030471802,0.3431051969528198
853,es,undermine,verb,u________,socavar,Los obstáculos no van a socavar la confianza del equipo.,-1.759464985,9,8,0.8888888888888888,2,2,0,1,2,2,1,1,0.7,7.0,2.0,1.2857142857142858,0.0,0,0.5,0.3567853569984436,0.6432146430015564
854,es,can,noun,c__,lata,Abrimos una lata de atún y hacemos una tortilla muy rica.,1.679564608,3,2,0.6666666666666666,8,6,1,2,0,0,0,0,0.0,3.0,0.0,1.0,0.0,0,0.2,0.3590310215950012,0.6409689784049988
855,es,interrupt,verb,i________,cortar,No paró de cortar al entrevistado durante todo el programa.,0.838566613,9,8,0.8888888888888888,5,4,1,2,3,2,1,1,0.7,7.0,2.0,1.2857142857142858,0.0,0,0.5,0.5976606607437134,0.4023393392562866
856,es,driving,adjective,d______,intensa,"Tiene una ambición intensa que estoy seguro, le va a llevar a la cima de su profesión.",-5.121634957,7,6,0.8571428571428571,26,2,1,3,2,2,1,1,0.7,6.0,1.0,1.1666666666666667,0.0,0,0.4,0.6215569376945496,0.37844306230545044
857,es,shadow,noun,s_____,sombra,La sombra del árbol se iba alargando según bajaba el sol.,1.326074793,6,5,0.8333333333333334,12,9,1,2,1,2,0,0,0.0,4.0,2.0,1.5,1.0,1,0.2,0.02382063865661621,0.9761793613433838
858,es,sausage,noun,s______,salchicha,La salchicha estaba demasiado picante para mi gusto.,1.299190821,7,6,0.8571428571428571,2,2,0,1,0,0,0,0,0.0,5.0,2.0,1.4,0.0,0,0.2,0.34343183040618896,0.656568169593811
859,es,measurable,adjective,m_________,cuantificable,Hay que poner en práctica una reducción cuantificable del uso de los plásticos.,-0.57019893,10,9,0.9,2,2,1,2,1,2,1,1,0.7,8.0,2.0,1.25,0.0,0,0.4,0.20859438180923462,0.7914056181907654
860,es,frown,verb,f____,fruncir el ceño,Deja de fruncir el ceño. ¡Te van a salir arrugas!,-0.849675903,5,4,0.8,2,1,1,2,2,2,1,1,0.7,4.0,1.0,1.25,1.0,1,0.5,0.3492913246154785,0.6507086753845215
861,es,happen,verb,h_____,ocurrir,"Sabía que iba a ocurrir, para mí no ha sido una sorpresa.",2.108901177,6,5,0.8333333333333334,5,5,0,1,1,2,0,0,0.0,5.0,1.0,1.2,0.0,0,0.5,0.3821004629135132,0.6178995370864868
862,es,leaf,noun,l___,hoja,Este árbol tiene una hoja muy delicada y bonita.,1.319977265,4,3,0.75,6,3,1,2,0,0,0,0,0.0,3.0,1.0,1.3333333333333333,0.0,0,0.2,0.42513084411621094,0.5748691558837891
863,es,nostalgia,noun,n________,añoranza,Estrella está llena de añoranza por sus días de estudiante.,-1.904898619,9,8,0.8888888888888888,1,1,0,1,2,2,0,0,0.0,8.0,1.0,1.125,0.0,0,0.2,0.6461924910545349,0.3538075089454651
864,es,idealism,noun,i_______,idealismo,El idealismo es la falta de practicidad en las situaciones cotidianas de la vida,1.953209437,8,7,0.875,3,3,0,1,1,2,0,0,0.0,8.0,0.0,1.0,0.0,0,0.2,0.0015286803245544434,0.9984713196754456
865,es,perception,noun,p_________,impresión,La impresión de la realidad que tenemos no es necesariamente correcta.,-1.223013419,10,9,0.9,5,5,0,1,2,2,1,1,0.7,8.0,2.0,1.25,0.0,0,0.2,0.8122469782829285,0.18775302171707153
866,es,ring,noun,r___,anillo,El anillo es de oro puro.,2.534120987,4,3,0.75,15,9,1,2,1,2,1,1,0.7,3.0,1.0,1.3333333333333333,0.0,0,0.2,0.6110708713531494,0.3889291286468506
867,es,attendance,noun,a_________,asistencia,"Por favor, confirmen su asistencia tan pronto como les sea posible.",-1.696286657,10,9,0.9,3,3,0,1,3,2,0,0,0.0,8.0,2.0,1.25,0.0,0,0.2,0.4470165967941284,0.5529834032058716
868,es,sophisticated,adjective,s____________,sofisticado,Mark es un hombre sofisticado que sabe mucho de arte.,-0.536731742,13,12,0.9230769230769231,7,3,1,3,2,2,0,0,0.0,12.0,1.0,1.0833333333333333,0.0,0,0.4,0.04829889535903931,0.9517011046409607
869,es,consistent,adjective,c_________,coherente,La ley debe ser aplicada de forma coherente.,-3.444452247,10,9,0.9,4,4,1,2,3,2,0,0,0.0,10.0,0.0,1.0,0.0,0,0.4,0.43629157543182373,0.5637084245681763
870,es,socialist,adjective,s________,socialista,Su política socialista es algo nuevo para los ciudadanos del país,2.65513191,9,8,0.8888888888888888,2,1,1,2,1,2,0,0,0.0,8.0,1.0,1.125,0.0,0,0.4,0.006201565265655518,0.9937984347343445
871,es,trunk,noun,t____,tronco,Las ramas de un árbol crecen del tronco.,-0.176188149,5,4,0.8,5,5,0,1,2,2,1,1,0.7,5.0,0.0,1.0,1.0,1,0.2,0.3509230613708496,0.6490769386291504
872,es,tail,noun,t___,cola,El perro movía la cola de felicidad.,0.293312855,4,3,0.75,11,8,1,2,0,0,0,0,0.0,3.0,1.0,1.3333333333333333,0.0,0,0.2,0.735395073890686,0.26460492610931396
873,es,coach,noun,c____,entrenador,Tenemos un nuevo entrenador. ¡A ver si ganamos algún partido ahora!,1.25679052,5,4,0.8,7,5,1,2,1,2,0,0,0.0,3.0,2.0,1.6666666666666667,0.0,0,0.2,0.2246607542037964,0.7753392457962036
874,es,mandatory,adjective,m________,obligatorio,Es obligatorio usar guantes para trabajar con estos pacientes.,0.264965845,9,8,0.8888888888888888,3,1,1,2,2,2,1,1,0.7,9.0,0.0,1.0,0.0,0,0.4,0.16173207759857178,0.8382679224014282
875,es,specialty,noun,s________,especialidad,La especialidad de Andrés es la torta de zanahoria,-1.264146615,9,8,0.8888888888888888,3,3,0,1,2,3,0,0,0.0,8.0,1.0,1.125,0.0,0,0.2,0.0163116455078125,0.9836883544921875
876,es,revise,verb,r_____,reconsiderar,Las partes decidieron reconsiderar los términos del acuerdo.,-3.724696697,6,5,0.8333333333333334,3,2,1,2,0,0,1,1,0.7,5.0,1.0,1.2,0.0,0,0.5,0.4378189444541931,0.5621810555458069
877,es,curved,adjective,c_____,torcido,¡Qué curioso!  Este perro tiene el rabo torcido.,-1.975355859,6,5,0.8333333333333334,6,1,1,2,1,2,1,1,0.7,4.0,2.0,1.5,0.0,0,0.4,0.47035300731658936,0.5296469926834106
